,text,polarity,subjectivity
13,"I interviewed Joe Arpaio in Arizona & we discussed many things, among them the pummeling he’s taking in the Senate race, getting fooled by Sasha Baron Cohen & how he responds to being called a racist. Story  https://nyti.ms/2oePCHg?smid=nytcore-ios-share …",0.5,0.5
14,"Louis C.K. made an unannounced appearance at a New York City comedy club, performing there for the first time since he admitted to sexual misconduct https://nyti.ms/2MTk9by ",0.29545454545454547,0.5404040404040403
15,The student loan watchdog blasted the Trump administration for protecting predatory lenders at the expense of borrowers. “You have used the bureau to serve the wishes of the most powerful financial companies in America.” https://nyti.ms/2Pb40vo ,0.05,0.6
16,"Rose McGowan, one of the leading voices of the #MeToo movement, has spoken out on the Asia Argento allegations. She implored Argento to “be the person you wish Harvey could have been.” https://nyti.ms/2PcVmwt ",0.6,0.95
17,"The president ignored pleas from top advisers, including VP Pence, Kelly, Sanders and Shine to issue a unifying and prompt statement on McCain’s passing. This afternoon he relented as the senate mourned. By me ⁦@npfandos⁩ and ⁦@maggieNYT⁩ https://www.nytimes.com/2018/08/27/us/politics/flag-half-staff-mccain-trump.html …",0.5,0.5
18,Why did the interview with Sarah Palin never air on Sacha Baron Cohen’s “Who Is America?” Showtime isn’t saying. https://nyti.ms/2NnPfFk ,0.0,0.0
19,"Nearly 2 dozen Rohingya refugees say one Buddhist neighbor, above all, is responsible for the mass slaughter in their village last August. Watch our Instagram story here:  http://bit.ly/2BTzXqv pic.twitter.com/UxBfNMzJ7t",0.07500000000000001,0.2791666666666667
20,The Rohingya of one Myanmar village know the man who raped and tortured them for years. They say he helped soldiers torch their homes and kill their relatives. They know where he lives and they know his phone number. They wonder why he hasn't been punished https://nyti.ms/2MQirHQ ,0.0,0.0
21,How Robin Williams made one specific joke both funny and sad https://nyti.ms/2wsIGtQ ,-0.08333333333333333,0.7083333333333334
22,"If Republicans retain control of both houses of Congress, we will become another Poland or Hungary faster than you can imagine, warns @PaulKrugman https://nyti.ms/2wlETz6 ",0.0,0.0
23,Read John McCain's farewell statement https://nyti.ms/2wlxwHU ,0.0,0.0
24,"Rep. Hunter, who sometimes visited a Capitol Hill bar multiple times a day, was part of a ‘bro caucus’ that @Boehner told to knock it off. https://www.nytimes.com/2018/08/26/us/duncan-hunter-corruption-scandal.html …",0.0,0.0
25,Did Juul try to lure teenagers to its sleek e-cigarettes and get customers for life? That question is at the heart of a federal investigation. https://nyti.ms/2PI7w1x ,0.0,0.0
26,"""The suspect clearly targeted other gamers."" The Jacksonville gunman walked past patrons before opening fire on players, the sheriff said. https://nyti.ms/2PJ61Ao ",-0.09166666666666666,0.3361111111111111
27,"Matthew Broderick on Neil Simon: “I owe him a career"" https://nyti.ms/2PENtBj ",0.0,0.0
28,Evening Briefing: Here's what you need to know at the end of the day https://nyti.ms/2PEWdr7 ,0.0,0.0
29,"What we learned Monday about the Jacksonville shooting, with @alanblinder and a big @nytimes team: https://www.nytimes.com/2018/08/27/us/jacksonville-shooting-gaming-esports.html …",0.0,0.1
30,Could Trump’s missing signature force him to be deposed? https://nyti.ms/2MUW2cB ,-0.2,0.05
31,"""It's like losing a family member."" Spurs guard Manu Ginobili is retiring after 16 seasons. @TheSteinLine talks to perhaps his biggest fan — Charles Barkley: https://nyti.ms/2Now3as ",0.0,0.0
32,"North Carolina’s congressional map was thrown out in federal court, again. Judges could order new districts to be drawn before November. https://nyti.ms/2P9LwvC ",0.13636363636363635,0.45454545454545453
33,"Traces of marijuana can be found in breast milk up to 6 days after use, according to pediatricians. Experts have called for more research into how babies are affected. https://nyti.ms/2MUkxXq ",0.5,0.5
34,Charles Kushner and Michael Cohen face scrutiny in New York for claims that they falsified construction permits in an attempt to remove rent-regulated tenants from buildings https://nyti.ms/2PJ8ZEG ,0.13636363636363635,0.45454545454545453
35,Too many of the tributes to John McCain aren't really about John McCain. Then again too many of the tributes to Aretha Franklin weren't really about Aretha Franklin. https://nyti.ms/2P7Ml87 ,0.35,0.35
36,"Parting words from the student loan watchdog at the Consumer Financial Protection Bureau to Mick Mulvaney: “You have used the bureau to serve the wishes of the most powerful financial companies in America"" https://nyti.ms/2Nn3tpL ",0.2,0.375
37,Evening Briefing: Here's what you need to know at the end of the day https://nyti.ms/2wk9kpD ,0.0,0.0
38,"Donna Shalala was an official in the Clinton administration, and ran 3 major universities. Now she's running for Congress. ""I’ll never be a freshman or rookie. I just am angry at what’s going on in Washington."" https://nyti.ms/2win5os ",-0.21875,0.75
39,President Trump touted the preliminary agreement with Mexico as a new trade pact that could replace Nafta and threatened to hit Canada with auto tariffs if it did not “negotiate fairly” https://nyti.ms/2wk52P0 ,0.41818181818181815,0.6772727272727272
40,"A fatal shooting in Florida on Sunday thrust e-sports, a young and growing industry, into the national spotlight https://nyti.ms/2wri78b ",0.1,0.4
41,"New: Trump has intervened in primaries like no other president.  

He is rewarding allies, forging new alliances and, most importantly, purchasing a measure of political insurance if an impeachment vote comes 

w @maggieNYT > https://nyti.ms/2P8wXbq ",0.2478896103896104,0.5548701298701298
42,Is Rudy Giuliani shrewd or just “untethered”? His strident defense of President Trump has left even old friends questioning his approach. https://nyti.ms/2wsGX7Q ,0.05,0.1
43,"On today's episode of ""The Daily"": @mikiebarb, @BumillerNYT, @hillhulse, @MarkLandler and @ScottShaneNYT examine pivotal moments in John McCain's life and career. Take a listen. https://nyti.ms/2BRT7gh ",0.25,0.4
44,“The Daily” from The New York Times takes you deeper into the stories of the moment with the journalists on the ground. Listen each weekday at  https://www.nytimes.com/thedaily pic.twitter.com/1NHPrKFQrq,0.06818181818181818,0.22727272727272727
45,This Sri Lankan coconut chicken curry with cashews goes together fairly quickly despite the long list of ingredients  https://nyti.ms/2P9Q596 pic.twitter.com/D12FA8JXAS,-0.10555555555555556,0.6166666666666667
46,Are small tweaks all that's needed to curb health care spending in the U.S.? A group of economists thinks so. https://nyti.ms/2wj2AYL ,-0.25,0.4
47,"Personal finance management is a concrete, learnable skill, just like driving a car or throwing a baseball https://nyti.ms/2Pc9V3w ",0.07500000000000001,0.30000000000000004
48,"Can the president be impeached with the currently know facts from the Michael Cohen and Paul Manafort cases? And does the fact that the crimes were committed before Trump was president matter? 
We answer your questions. https://nyti.ms/2PGpIbK ",0.0,0.4
49,Read John McCain's farewell statement https://nyti.ms/2wjeYbv ,0.0,0.0
50,"*Steve Buscemi in ""30 Rock"" voice* 
How do you do, fellow kids? https://nyti.ms/2PdoBQ1 ",0.0,0.0
51,"In 1998, a boy was found murdered in the Netherlands. Now 20 years later, and after 17,500 Dutchmen voluntarily took part in DNA profiling, a suspect has been arrested. https://nyti.ms/2PF00Ey ",0.0,0.0
52,"Florida's Democratic primary will set up one the most consequential governor’s races in the country, in the nation’s largest presidential battleground state. But with candidates running along battle lines, the results are proving hard to predict. https://nyti.ms/2PIjJn6 ",0.2027777777777778,0.5138888888888888
53,Here's how to ask for that raise you've been waiting for https://nyti.ms/2Pb7TAD ,0.0,0.0
54,Footage gathered by Rohingya refugees provides damning evidence of their genocide  https://nyti.ms/2wsycL2 pic.twitter.com/PbQSYrKJ2e,0.0,0.0
55,Why did the interview with Sarah Palin never air on Sacha Baron Cohen’s “Who Is America?” Showtime isn’t saying. https://nyti.ms/2PFyk2p ,0.0,0.0
56,“I owe him a career.” — Matthew Broderick on Neil Simon https://nyti.ms/2P8NVXq ,0.0,0.0
57,"Most homes in Barcelona are apartments, so the architect Guillermo Santomà wanted to preserve Casa Horta's identity as a house by maintaining its verticality https://nyti.ms/2witcJD ",0.5,0.5
58,"Patricia Clarkson on being stopped by people with ""Sharp Objects"" theories:
""Oh, God. Oh, God. Oh, God. Oh, God. Oh, God. Oh, God. It’s been quite a time."" https://nyti.ms/2wjUD5D ",-0.125,0.75
59,Endorsements from President Trump can effectively decide competitive primary races in the midterms. Some Republican candidates are aggressively lobbying for an endorsement. Others are striking deals to keep him out of their races. https://nyti.ms/2PFxseh ,0.5,0.7666666666666666
60,"A judge ruled that blueprints for 3D printed guns must stay off the internet for now, saying the First Amendment rights to publish the plans “are dwarfed by the irreparable harms the states are likely to suffer if the existing restrictions are withdrawn"" https://nyti.ms/2PFW46H ",0.125,0.6666666666666666
61,"Being bad at money is sometimes viewed as a personal failing. And that’s nonsense! If you were never taught money management, here's a good place to start: https://www.nytimes.com/2018/08/27/smarter-living/how-to-be-better-at-money.html …",3.700743415417188e-17,0.5222222222222223
62,"President Trump has threatened to take away the security clearance of Bruce Ohr, a career Justice Department official who fought Russian organized crime https://nyti.ms/2PFK7xR ",0.0,0.0
63,How Robin Williams made one specific joke both funny and sad https://nyti.ms/2Pxa1Uc ,-0.08333333333333333,0.7083333333333334
64,Did Juul try to lure teenagers to its sleek e-cigarettes and get customers for life? That question is at the heart of a federal investigation. https://nyti.ms/2wvglTy ,0.0,0.0
65,Underrepresented students are less likely to take the SATS more than once. But research shows that encouraging students to retake tests could close a substantial portion of the income and racial gap in enrollment at four-year colleges. https://nyti.ms/2wr4Tsi ,0.11111111111111112,0.5222222222222223
66,A doctor in Hong Kong has been accused of killing his wife and daughter with a yoga ball filled with carbon monoxide https://nyti.ms/2PI22nF ,0.4,0.9
67,"The White House inexplicably flew the American flag at full-staff on Monday after lowering it on Sunday in honor of John McCain. The lowering and raising of the flag amplified the division between President Trump and McCain, who died Saturday. https://nyti.ms/2wt5r0v ",-0.19999999999999998,0.3
68,"In Opinion

Author Matt Welch writes, ""If we’ve learned anything about the nature of government over the span of John McCain’s lifetime, it’s that unaccountable power behaves unaccountably."" https://nyti.ms/2P6t6vE ",0.0,0.0
69,"The 96-year-old French painter and author Françoise Gilot — famously known as the former lover and muse to Pablo Picasso — has a book of sketches out. “Things I have seen, I want to take them out of my mind.” https://nyti.ms/2PDG05v ",0.16666666666666666,0.3333333333333333
70,"hello, here are three new episodes of INTERNETTING!  https://www.nytimes.com/video/arts/100000005777067/unboxing-videos-internet.html …pic.twitter.com/AhNAI7Ecre",0.17045454545454544,0.45454545454545453
71,"""It’s going to be decades in Arizona before we see another political figure with the international stature of John McCain."" https://nyti.ms/2wwis9Y ",0.0,0.05
72,"Can the president be impeached with the currently know facts from the Michael Cohen and Paul Manafort cases? And does the fact that the crimes were committed before Trump was president matter? 
We answer your questions: https://nyti.ms/2PGpIbK ",0.0,0.4
73,The 2018 U.S. Open begins today. Follow along with day one's matches here: https://nyti.ms/2wgSI1G ,0.0,0.5
74,"Kalashnikov, the rifle company, introduced a concept electric car that it said would compete with Tesla. But Russians saw mostly an old Soviet clunker. https://nyti.ms/2woWd5E ",0.1,0.2
75,The New York Times obituary for Neil Simon https://nyti.ms/2wk8aKB ,0.13636363636363635,0.45454545454545453
76,"As flag over the WH hangs at full staff, ⁦@juliehdavis⁩ on how Trump’s refusal to honor John McCain shows he is “unwilling to act as a unifying force at major moments in the life of the country.” https://nyti.ms/2P4vvXA?smid=nytcore-ios-share …",0.20625,0.525
77,Breaking News: The U.S. and Mexico reached a preliminary agreement to revise key portions of Nafta. The trade deal now needs approval from Canada. https://nyti.ms/2wiGlCy ,0.0,1.0
78,Joe Arpaio got a presidential pardon and parlayed it into a Senate campaign in Arizona. But the sheriff may be entering his last stand in Tuesday's primary. https://nyti.ms/2wsf6EP ,0.2,0.2833333333333333
79,"Here’s everything that we now know — and don’t — about President Trump’s $130,000 deal with Stormy Daniels https://nyti.ms/2wk2ctb ",0.0,0.0
80,John McCain was proud of his reputation as a maverick in American politics. Here's a look at the senator's complex legacy through his half-century of public life. https://nyti.ms/2wj0WGB ,0.125,0.36666666666666664
81,Morning Briefing: Here's what you need to know to start your Monday https://nyti.ms/2wqRsbz ,0.0,0.0
82,"An old-fashioned, non-digital paper planner. Scissors. A great pen. Choose the right kind of each one, and life is just easier. https://nyti.ms/2PCi56j ",0.561904761904762,0.7285714285714285
83,"As President Trump faces his own legal troubles, he has taken to using a vocabulary that sounds uncannily like that of New York mobsters in the waning days of organized crime https://nyti.ms/2PArgnC ",0.31212121212121213,0.5515151515151515
84,"20-year-old Naomi Osaka is one of the most intriguing young stars in sports today: an athlete who grew up in one place (the United States), represents another (Japan) and, for some, symbolizes something as large as the world’s multicultural future https://nyti.ms/2PzuHuY ",0.22285714285714286,0.3707142857142857
85,Black men have the lowest life expectancy of any ethnic group in the United States. Researchers believe it may be because of a lack of black physicians. https://nyti.ms/2P1ncf6 ,-0.16666666666666666,0.43333333333333335
86,Your saliva might help you learn to eat your greens https://nyti.ms/2wrkhF3 ,0.0,0.0
87,"This farro with salmon, cucumber, radicchio and dill recipe goes from crunchy cool to warm and comforting in every bite  https://nyti.ms/2wnQ7lP pic.twitter.com/uDr8W07VCY",0.475,0.625
88,"The pan-fried zucchini planks in this marinated zucchini with farro, chickpeas and parmesan recipe will add extra crunch and flavor to your meal  https://nyti.ms/2PvednH pic.twitter.com/r5qkbsBXp3",0.0,0.1
89,"Bill Cunningham, for many years the fashion and society photographer for The Times, left a memoir behind when he died in 2016. Apparently no one knew he’d written it. https://nyti.ms/2OY1it6 ",0.018749999999999996,0.38749999999999996
90,Sketchbook: Back-to-School Blues https://nyti.ms/2PFQHEk ,0.0,0.0
91,"The current home of the U.S. Open started out as a derelict relic of the 1964 World's Fair. Now it's a state-of-the-art, moneymaking playground for tennis. Here's your guide.  https://nyti.ms/2P55Kqf pic.twitter.com/exmRF3owAc",0.2333333333333333,0.6
92,The West Bank Model Is a Failure https://nyti.ms/2P5IGHR ,-0.3166666666666667,0.3
93,"Almost everyone involved in Job Corps questions whether it's living up to its ideals, with an outdated program model that often houses students miles from the jobs they need https://nyti.ms/2PFR5TC ",-0.4000000000000001,0.6333333333333334
94,"Police say a man shot last month in the Bronx is an associate of a well-known mafia family. ""The fact that they aren't as flagrant and notorious as they used to be doesn’t mean they’re not there."" https://nyti.ms/2wrt75L ",-0.15625,0.3770833333333333
95,"John McCain will be the 13th former senator to lie in state at the Capitol Rotunda, and will  have a full dress funeral service at the National Cathedral. https://nyti.ms/2P55Luj ",0.11666666666666665,0.18333333333333335
96,"Myanmar’s army commander and other top generals should face trial for genocide against Rohingya Muslims and for crimes against humanity targeting other ethnic minorities, United Nations experts said after a yearlong investigation https://nyti.ms/2wt9ZEf ",0.08333333333333333,0.4166666666666667
97,"Myanmar Generals Should Face Genocide Charges, U.N. Panel Says https://nyti.ms/2PH5i2D ",0.0,0.0
98,"In his decision to keep Tesla public, Elon Musk cited 4 key factors that ultimately changed his mind. https://nyti.ms/2PGSedw ",0.0,0.6888888888888888
99,The Checkup: Let Kids Play https://nyti.ms/2wgU6kX ,0.0,0.0
100,Some demonstrators carried signs condemning racism; others had draped themselves in Confederate flags https://nyti.ms/2wu6wW9 ,0.0,0.0
101,A live-stream caught the chilling moment when the shooting began. A red laser dot appeared on the chest of one of the players. The video of the players then disappeared. 12 gunshots rang out. https://nyti.ms/2wuFL3G ,-0.25,0.45
102,"In @NYTOpinion 

Op-Ed contributor Elizabeth Guffey writes, ""This month, the 'wheelchair symbol,' formally known as the International Symbol of Access, turned 50. It’s an occasion worth celebrating."" https://nyti.ms/2PGnGso ",0.15,0.05
103,A contentious exhibition has cast a spotlight on the battle over gay and transgender rights in Brazil https://nyti.ms/2Pe4lxN ,0.4166666666666667,0.5833333333333334
104,"These balls of algae are considered a national treasure in Japan, and many things about them remain mysterious. But now one of their mysteries has been solved. https://nyti.ms/2P9FhHT ",0.25,0.75
105,"Personal finance management is a concrete, learnable skill, just like driving a car or throwing a baseball https://nyti.ms/2PEcjRH ",0.07500000000000001,0.30000000000000004
106,An archbishop's allegations and personal attacks amounted to an extraordinary public declaration of war against Pope Francis https://nyti.ms/2PAsVK9 ,0.1111111111111111,0.45555555555555555
107,"Your European Morning Briefing is ready: Pope Francis is accused, Russia prepares to go nuclear offshore, Denmark considers its hippie commune https://nyti.ms/2wq3i5S ",0.1,0.25
108,"The German Lost Art Foundation, praised often for helping return art lost in the Holocaust, is facing criticism from a Jewish collector’s heirs who say the group is unfairly siding with dealers https://nyti.ms/2P95Xsn ",-0.16666666666666666,0.3333333333333333
109,"If you're not sure why Pope Francis is apologizing to Ireland, read this painful @DanBarryNYT piece on single mothers who were separated from their ""illegitimate spawn."" https://www.nytimes.com/interactive/2017/10/28/world/europe/tuam-ireland-babies-children.html …",-0.34047619047619043,0.6677248677248677
110,"It is finally time for the night owls of the world to rise! (Just not too early, of course.) https://nyti.ms/2wos5s3 ",0.05,0.65
111,"Writers, actors and others took to social media to remember Neil Simon's life and influence https://nyti.ms/2wrMR9n ",0.03333333333333333,0.06666666666666667
112,*plays Fergie* G-L-A-M-O-R-O-U-S https://nyti.ms/2wfDz0T ,0.0,0.0
113,Russia is unveiling a floating nuclear power plant that is for now the only one of its kind https://nyti.ms/2PGnoSo ,0.3,0.95
114,Australia’s new prime minister speaks often and openly about his Christian faith — a rarity among Australian politicians https://nyti.ms/2PDZ1o9 ,0.03409090909090909,0.23863636363636365
115,A Japanese tourist in North Korea was detained after apparently filming footage of a military facility in the area https://nyti.ms/2woQI6Z ,-0.016666666666666666,0.15
116,"A.E. Hotchner, the man who was everybody’s best friend — Ernest Hemingway’s, anyway, and Paul Newman’s — wrote his latest book in longhand https://nyti.ms/2Pa5O86 ",0.75,0.6
117,"Brands are reintroducing products for new generations. “What’s old is new again."" https://nyti.ms/2PHoopg ",0.12424242424242422,0.3696969696969697
118,"""It’s like Jekyll and Hyde.” Duncan Hunter boasted a glittering political resume, but a corruption scandal could hold far-reaching consequences. https://nyti.ms/2wisMCZ ",0.0,0.1
119,"“This is very unusual in Chicago,” a Fire Department spokesman said. “We’re going the wrong way fast, and it’s very disturbing to the department.” https://nyti.ms/2PDFp3z ",-0.1725,0.875
120,"""Crazy Rich Asians"" had a decrease of only 6 percent in ticket sales compared to its opening weekend. That kind of audience “hold” is extremely rare and indicates exceptional word-of-mouth sales. https://nyti.ms/2P907aC ",0.22361111111111112,0.9083333333333333
121,"In a memo, Defense Secretary Jim Mattis urged President Trump to build a national strategy for A.I. that matches the bold plans of China. https://nyti.ms/2PCPyNQ ",0.3333333333333333,0.6666666666666666
122,"In Brazil, ‘Queer Museum’ Is Censored, Debated, Then Celebrated https://nyti.ms/2PGWpWu ",0.35,0.75
123,"Alice Dunnigan, the first black woman to cover the White House, will be honored with a bronze statue at the Newseum https://nyti.ms/2PwyWr4 ",0.02777777777777778,0.25555555555555554
124,"A nationwide prisoner strike is drawing attention to low inmate wages, decrepit facilities and harsh sentences. “People are starting to realize how disgusting it is how human beings can be paid pennies."" https://nyti.ms/2P6tpGI ",-0.24,0.44000000000000006
125,"President Trump didn't make even the most cursory public show of respect for John McCain, against whom he had continued a personal grievance even as it was apparent that the the senator was losing his battle with brain cancer https://nyti.ms/2P9wJ3X ",0.1375,0.3041666666666667
126,The Nuclear Power Plant of the Future May Be Floating Near Russia https://nyti.ms/2P5lHN9 ,0.05,0.2625
127,"""Let the obvious sit too long and it becomes like an animal in a zoo: pointed at, but never exercised, and idly wandered past by people who have forgotten how powerful it is in action,"" writes Columbia Journalism Review and n+1 editor Nausicaa Renner https://nyti.ms/2PxuFE1 ",0.02,0.45
128,"How does a movie or TV show prevent a steamy scene from becoming a #MeToo experience for the actors? Enter the ""intimacy director."" https://nyti.ms/2PzRgiY ",0.45,0.8500000000000001
129,"""I prefer the early plays,"" our critic writes about Neil Simon's work. ""That’s in part because they literally don’t write them like that anymore."" https://nyti.ms/2P8RMDQ ",0.1,0.3
130,North Korea to Expel a Japanese Tourist Accused of Crime https://nyti.ms/2wmCiUS ,0.0,0.0
131,"As a Nation Mourns McCain, Trump Is Conspicuously Absent https://nyti.ms/2PH8fjE ",0.0,0.0
132,Open floor plan offices can be a challenge. Here's how to make your work space a bit more bearable. https://nyti.ms/2OY2H2Q ,0.25,0.5
133,The number of individuals who sleep less than the recommended hours is increasing in the developed world. This is costing nations billions of dollars. https://nyti.ms/2wmMZGU ,-0.033333333333333326,0.18333333333333332
134,Your toilet isn’t a garbage can https://nyti.ms/2wcSTuT ,-0.03333333333333333,0.0
135,Opera of Demons https://nyti.ms/2PGSoS8 ,0.0,0.0
136,"An Appraisal: Neil Simon Drew Big Laughs, Then Came a Cultural Shift https://nyti.ms/2P7nEZc ",0.05,0.1
137,Artificial Intelligence Is Now a Pentagon Priority. Will Silicon Valley Help? https://nyti.ms/2P4v0ga ,-0.6,1.0
138,Here are books for kids who might find some comfort knowing that other students (and dinosaurs and stick insects) get back-to-school jitters too https://nyti.ms/2nLlVNF ,-0.125,0.375
139,"Capitalism, Socialism, and Unfreedom https://nyti.ms/2Pa2FFw ",0.0,0.0
140,Prison Strike Organizers Aim to Improve Conditions and Pay https://nyti.ms/2wtFjCG ,0.0,0.0
141,My WORKOUT: How One Silicon Valley C.E.O. Masters Work-Life Balance https://nyti.ms/2PzGkCd ,0.0,0.0
142,John McCain’s Parting Message: Our Greatness Is in Peril https://nyti.ms/2PFwLS7 ,0.0,0.0
143,"With Republicans clinging to a 50-49 Senate majority, the Arizona governor's choice for John McCain's successor has enormous implications https://nyti.ms/2PafiQV ",0.0,0.9
144,"""It's literally the warehousing of human beings — like they were packages to be shipped off."" A look at the ""stash houses"" smugglers use to house migrants to the U.S. https://nyti.ms/2PCIvEZ ",0.0,0.1
145,"Night owls of the world unite. In a 24-hour economy, what if going to bed in the wee hours is actually an advantage? https://nyti.ms/2PGbub9 ",0.0,0.1
146,"In @nytopinion,
Op-Ed contributor Miriam Pawel writes, ""Not every believer in the Party of California has been a great governor, nor is the philosophy alone sufficient to ensure success. But history suggests that it is a necessary starting point."" https://nyti.ms/2PzhTor ",0.275,0.4625
147,Our running @nytimes story on the mass shooting at the Jacksonville Landing: https://www.nytimes.com/2018/08/26/us/jacksonville-landing-mass-shooting-madden-tournament.html?action=click&module=Top%20Stories&pgtype=Homepage …,0.0,0.0
148,"Catch up on the latest news about Elon Musk, John McCain's death, and other top stories, and get a look ahead, in your Weekend Briefing. https://www.nytimes.com/2018/08/26/briefing/michael-cohen-pope-francis-hawaii.html …",0.2916666666666667,0.5916666666666667
149,"FOLLOW ALONG HERE--IT YOU EAT FRUIT & VEGETABLES. My colleague @dannyhakim and I took a deep journey this summer into the world of pesticides, corporations that make them, workers who grow the food and the E.P.A., which decides if they are toxic or safe. https://www.nytimes.com/2018/08/24/business/epa-pesticides-studies-epidemiology.html …",0.25,0.45
150,"Glenn Close says she went into her latest role, a woman who spends her life as a self-described ""kingmaker"" to her novelist husband, trying to understand why she didn't just leave him https://nyti.ms/2PGIfVA ",0.5,0.9
151,"Police say a man shot last month in the Bronx is an associate of a well-known mafia family. ""The fact that they aren't as flagrant and notorious as they used to be doesn’t mean they’re not there."" https://nyti.ms/2wdTU6c ",-0.15625,0.3770833333333333
152,"""Dots don't matter"" in Gmail addresses, and plus signs have their pluses. Here's how to get more out of your Google mail account. https://nyti.ms/2wsohou ",0.5,0.5
153,"A few of the things prosecutors say Rep. Duncan Hunter bought with campaign funds: $14,261.33 family vacation to Italy, $32.31 in groceries, a cable bill https://nyti.ms/2P5UvxG ",-0.2,0.1
154,"Here are 13 great titles leaving Netflix in September, including classics like ""A Star is Born"" and modern gems you might not have gotten around to seeing yet https://nyti.ms/2P1DvIU ",0.5,0.525
155,"In Opinion

Author Jonathan Rauch writes, “Like it or not, inequality in today’s America drives politics toward rage and polarization, and toward destabilizing and dangerous populisms of both left and right."" https://nyti.ms/2BKsoCn ",-0.10476190476190476,0.4785714285714286
156,"Multiple people are dead after a gunman started firing during a video gaming tournament in Jacksonville, Florida, authorities say. https://nyti.ms/2PEnxW8 ",-0.1,0.2
157,Residents of the village with the smallest population in Switzerland wonder if nostalgic tourists and hikers attracted by the region's beauty will be enough to keep it alive https://nyti.ms/2wrVW1N ,-0.13333333333333333,0.6333333333333333
158,"The current home of the U.S. Open started out as a derelict relic of the 1964 World's Fair. Now it's a state-of-the-art, moneymaking playground for tennis. Here's your guide.  https://nyti.ms/2Pb8xhJ pic.twitter.com/60e14t0QLc",0.2333333333333333,0.6
159,U.S. Open players — and fans — share their favorite memories from the tournament  https://nyti.ms/2wr7KS6 pic.twitter.com/bYSdG9omEU,0.25,0.75
160,"Air pollution is shaving months — and in some cases more than a year — off your life expectancy depending on where you live, according to a study https://nyti.ms/2PAriMg ",0.3181818181818182,0.5
161,"The @FrugalTraveler heads to the gorgeous Irish coast and finds natural beauty, great food, deeply historical culture — and excellent deals https://nyti.ms/2PBK9GT ",0.43333333333333335,0.5083333333333333
162,"Kalashnikov, the rifle company, unveiled what it said was a robot good for combat or engineering tasks. Observers aren't convinced that it can even walk. https://nyti.ms/2wnuF0l ",0.7,0.6000000000000001
163,"The Getaway: In the Hospitality Game, New Players With Familiar Names https://nyti.ms/2P5mOfz ",0.03712121212121211,0.4515151515151515
164,Eat: A Superior Pancake https://nyti.ms/2PDSzOe ,0.7,0.9
165,U.N. Says Saudi-led Airstrike Killed at Least 22 Yemeni Children https://nyti.ms/2P1h9Y6 ,-0.25,0.2
166,Pope Francis Arrives in Ireland Amid Sexual Abuse Crisis https://nyti.ms/2PDRfuK ,0.5,0.8333333333333334
167,Breaking: Pope Francis arrived in Ireland for a two-day visit clouded by sexual abuse scandals in the Roman Catholic Church. Follow our live updates. https://nyti.ms/2w9yEyw ,0.21212121212121213,0.4777777777777778
168,"“The bee is the insect the most essential for life on the planet.” Parisians seem to agree. The city now has more than 1,000 hives. https://nyti.ms/2PCkkGD ",0.3333333333333333,0.43333333333333335
169,Red salmon shows up in the summer and feeds Alaska residents through the winter. It has failed to show up this season in most rivers. https://nyti.ms/2P2xfR0 ,0.0,0.26666666666666666
